,fens,eval_move_final,preds_num
14106630,r1bq1rk1/1p1nppbp/p1p3p1/2p5/4P3/2PPBN2/PPQ2PPP/RN3RK1 w - - 5 10,0.008,15.661107
7428992,3r2k1/pp4bp/2p3p1/5p2/8/2PnP1PP/P4PB1/1R2BK2 w - - 2 28,0.0,15.661105
12766022,r4rk1/pb1nbppp/1p1qpn2/2p5/2PP4/2N1BN1P/PP2BPP1/R2Q1RK1 w - - 2 12,0.024,15.661103
13797973,r2r2k1/p4ppp/b1p1pn2/8/1b2P3/2N3BP/PP2NPP1/2KR3R w - - 1 17,0.0,15.661103
4992452,1rbqr1k1/1p3pbp/p2p2p1/2pP3n/P1n1PP2/2N1B2P/1PB1N1P1/RQ3RK1 w - - 1 16,0.0,15.6610985
9042628,3r4/4Ppk1/1p4p1/p1p5/PnN4p/1P5P/3R1PP1/6K1 b - - 0 36,0.0,15.661097
4084182,8/1Rp1rkpp/r3bp2/p1P1p3/2P5/P3BPP1/4PK1P/1R6 w - - 7 29,0.012,15.661095
1168652,r1b4r/p1k2pbp/1npp2p1/1p6/3P3P/2P2P2/PP1B2P1/1K1R1BNR b - - 0 15,0.0,15.661093
4091170,8/6k1/p5p1/4p2p/2R5/2P4P/Pq4P1/5R1K b - - 0 39,0.0,15.661089
4228618,r5k1/p4pb1/2p3p1/3q3p/8/B1P3P1/P1Q2P1P/4R1K1 b - - 0 22,0.0,15.661083
6468708,r1q3k1/1p4bp/2p2pp1/p5B1/PnP1Q3/1P5P/4NPP1/3R2K1 w - - 0 33,0.21600000000000003,15.661083
10467263,1r2r1k1/1pqb1p1n/pN1p2p1/P1pP1P2/2N1n3/R6P/1PP1B1K1/2bQ1R2 w - - 0 27,0.008,15.661081
14039154,r2q1rk1/pp1nbppp/2p1bn2/8/P1NP4/2N5/1P2BPPP/R1BQ1RK1 b - - 4 11,0.052000000000000005,15.661079
6588757,r4rk1/p2nRppp/2pq4/1p5b/2BP4/2PQ1N2/P4PPP/4R1K1 w - - 0 18,0.0,15.6610775
13321003,2r1r1k1/1pp2pb1/p1n1b1pp/3Np3/P3P3/5N1P/1PPRBPP1/3R1K2 w - - 2 20,0.0,15.6610775
7377027,8/2pk2p1/1p6/p1p1b2p/P1P5/1P5P/6P1/4B1K1 w - - 3 31,0.0,15.661072
12435542,2k2r2/ppp1b3/6np/5p2/3P1P2/1B1R2P1/PP2N3/5K2 w - - 1 31,0.078,15.661072
5587086,r4rk1/2q1bppp/p1n2n2/1pp1p1N1/4P3/2P3P1/PP2QPBP/R1B2RK1 w - - 0 15,0.044000000000000004,15.661068
5339844,r2q1rk1/pb1nbpp1/1p2p2p/2ppP3/Q2P4/2PB1N2/PP1N1PPP/3RK2R w K - 0 13,0.012,15.661066
2072016,r1bqk2r/pp2ppb1/2np2p1/2p2n1p/2P5/2NP1NPP/PP1BPPB1/R2Q1RK1 b kq - 0 9,0.07400000000000001,15.661062
10067457,rq2k2r/ppb1npp1/2p1p1b1/3pP1Pp/3P3P/5P2/PPPQN1B1/R2NK2R b KQkq - 2 15,0.24600000000000002,15.661057
1226992,r4rk1/pb2b1pp/4p3/2p1q3/4pP2/4B3/PPQ1B1PP/3R1RK1 b - - 0 18,0.0,15.661054
5178089,8/6kp/3R2p1/1pb1qp2/8/2p2QP1/1P1R2KP/8 b - - 0 37,0.09,15.66105
3563237,3r4/ppk4p/5p2/n1p2p2/2P2P2/P4N1P/1P3KP1/5R2 w - - 0 26,0.0,15.661046
6195646,r1b1k2r/ppp2ppp/2p2q2/4n3/3bPQ2/2NB4/PPP2PPP/R1B2R1K b kq - 9 11,0.006,15.661044
10691331,r4rk1/pp1nppbp/1qp2np1/3p1b2/3P4/3N1NP1/PPP1PPBP/R1BQ1RK1 w - - 6 10,0.018000000000000002,15.661042
2452029,8/5p2/4p1n1/Bp1k4/2p5/2P1KP2/P1P3P1/8 w - - 2 38,0.0,15.6610365
5032893,r1b1k2r/pp2npp1/2n1p2p/q2pP2P/3p2Q1/P1P5/2P2PP1/R1B1KBNR w KQkq - 2 11,0.07,15.661035
1984017,r3r1k1/1pqnbppp/p2pp3/P7/Q2BP3/6P1/1PP2PBP/R3R1K1 b - - 0 19,0.03,15.661035
7595922,7k/pp1BR2p/3p2p1/4b3/PP1pP2P/3P2P1/4r3/6K1 w - - 1 25,0.0,15.661027
10825999,5rk1/2qbn1pp/2p1p3/1pPp1p2/r2P1P2/3BP3/P1N3PP/R2QR1K1 w - - 1 18,1.0,15.661023
220229,1rr5/3nkppp/4p3/pp6/4P3/1P1N1KPP/P3P3/2R4R w - - 0 27,0.018000000000000002,15.661023
9597098,1Q4k1/4n1bp/1p1pNq2/p2bp3/8/3B3P/PP3BP1/6K1 b - - 5 33,0.0,15.66102
5875737,3r2k1/1p2qppp/p2rn1b1/3p4/1Q1N4/P3P2P/1P2BPP1/3RR1K1 w - - 0 23,0.1,15.661018
3469404,r2qr1k1/1bp2pbp/p2p1np1/1p2n3/1P2P3/P1P2N1P/1BBN1PP1/R2QR1K1 w - - 0 17,0.0,15.661018
6363662,2r1b3/1p4kp/2np1rp1/p4p2/5P2/1PN3P1/P3P1BP/3R1RK1 w - - 0 24,0.068,15.661011
9990444,5r1k/3R3p/6p1/p2Bpp2/Pb4PP/4P3/5PK1/8 w - - 0 34,0.0,15.661007
10582028,5rk1/1pr2ppp/p4n2/3p1P2/P2Bn3/2P2B2/1P4PP/R3R2K b - - 0 27,0.038,15.661003
6605468,rn1qkb1r/4pp1p/2p1bnp1/1pPpN3/p2P2P1/2N1P3/PP3P1P/R1BQKB1R w KQkq - 1 11,0.184,15.660997
12696141,rn1qkb1r/4pp1p/2p1bnp1/1pPpN3/p2P2P1/2N1P3/PP3P1P/R1BQKB1R w KQkq - 1 11,0.0,15.660997
12149259,rn1qkb1r/4pp1p/2p1bnp1/1pPpN3/p2P2P1/2N1P3/PP3P1P/R1BQKB1R w KQkq - 1 11,0.0,15.660997
2670504,r1b1kb1r/1pqpnpp1/p3p3/4n2p/4PB2/1NN3PP/PPP2PB1/R2QK2R b KQkq - 0 10,0.13,15.660997
6069456,rn1qkb1r/4pp1p/2p1bnp1/1pPpN3/p2P2P1/2N1P3/PP3P1P/R1BQKB1R w KQkq - 1 11,0.0,15.660997
587191,r4rk1/pp1b1ppp/5n2/7q/3N4/1Q4P1/P4PBP/R2R2K1 w - - 2 20,0.0,15.660997
12411494,rn1qkb1r/4pp1p/2p1bnp1/1pPpN3/p2P2P1/2N1P3/PP3P1P/R1BQKB1R w KQkq - 1 11,0.05,15.660997
3427632,r4rk1/1p2ppbp/3q2p1/pQ1P4/P2P4/R7/1P2NPPP/5RK1 b - - 1 19,0.0,15.660994
12297695,rnbq1rk1/pp3ppp/4p3/3n4/3P4/2PB1N2/P2B1PPP/R2QK2R b KQ - 2 10,0.06,15.660986
1162017,1r4k1/5pp1/1r2p1p1/p2p2b1/3P4/2P5/RPR2PPP/1N3K2 b - - 3 28,0.006,15.660984
9282579,r1b2rk1/pp2qppp/2nppn2/8/1b1P4/2N2NP1/PP1BPPBP/R2Q1RK1 w - - 0 11,0.022000000000000002,15.660982
3242864,r4rk1/5ppp/q3p3/3b4/ppNP4/1P6/P4PPP/2RRQ1K1 b - - 3 23,0.0,15.660981
252996,r2qr1k1/ppp2pp1/3pnn1p/2b1p3/4P3/2PP1N1P/PP3PP1/R1BQRNK1 w - - 0 12,0.0,15.660981
12095337,r2q1rk1/1ppn1ppp/p2b1n2/3Pp1B1/4P3/2N2B2/PP3PPP/R2Q1RK1 b - - 2 12,0.0,15.660979
5481455,r2qr1k1/pp1n1ppp/2p2n2/2b1pN2/4P3/6PP/PPP2PB1/R1B1QRK1 b - - 4 13,0.0,15.660979
5146524,r1b1kb1r/1p3ppp/pq1ppn2/8/Pn2P3/1NNB4/1PP1QPPP/R1B1K2R w KQkq - 1 10,0.038,15.660975
10976405,8/5pkp/4p3/1p1r2p1/2rP4/PR2K2P/3R1PP1/8 b - - 0 33,0.048,15.660974
4550128,r1bqk2r/pp1nppbp/5np1/1B2N3/3Q4/8/PPP2PPP/RNB2RK1 w kq - 1 9,0.0,15.660974
2206389,8/5pkp/p3pbp1/1p6/5P2/BPr3PP/P2K1P2/2R5 b - - 1 30,0.0,15.660972
2811242,r1br2k1/pp3ppp/4pq2/1B1nN3/3P4/5Q2/PP3PPP/R4RK1 b - - 5 17,0.0,15.66097
1630432,2knb2r/1p3ppp/4p3/8/PN2P3/2r5/1R2BPPP/1R3K2 w - - 0 31,0.0,15.660966
12180190,rn1q1rk1/pp1b1pbp/3p1np1/1BpP4/P3P3/2N2N2/1P3PPP/R1BQ1RK1 b - - 2 10,0.016,15.660958
7268619,rn1q1rk1/pp1b1pbp/3p1np1/1BpP4/P3P3/2N2N2/1P3PPP/R1BQ1RK1 b - - 2 10,0.08,15.660958
3018948,rn1q1rk1/pp1b1pbp/3p1np1/1BpP4/P3P3/2N2N2/1P3PPP/R1BQ1RK1 b - - 2 10,0.078,15.660958
2099959,5n2/4kp2/1p2p1p1/p2bP1P1/3P4/P2BK3/1P3N2/8 b - - 2 36,0.013999999999999999,15.660956
1959941,2r5/p3k1p1/3np2p/7P/2pb4/2N2BP1/PPR2PK1/8 b - - 16 39,0.012,15.660954
9562265,4r3/pp3pkp/1npB1p2/6p1/2BP4/1PP2P2/P1bR2PP/6K1 b - - 1 22,0.23199999999999998,15.660953
2493336,r2r2k1/1p1b1ppp/2n1p3/p1bn4/P1N5/1P3NP1/4PPBP/R1BR2K1 w - - 3 16,0.0,15.660953
8745533,3r2r1/pp2kp2/2bppp1p/8/2P1PP2/4R1P1/PPBR3P/1K6 w - - 1 24,0.0,15.660951
38735,r1br2k1/p4p1p/3q2p1/8/8/2Q1PB2/PP1p2PP/3R1RK1 b - - 7 19,0.214,15.660949
454879,rnbq1rk1/2p1bppp/p3pn2/1p2N3/2pP4/6P1/PPQ1PPBP/RNBR2K1 b - - 1 9,0.15,15.66094
11982002,rnbq1rk1/2p1bppp/p3pn2/1p2N3/2pP4/6P1/PPQ1PPBP/RNBR2K1 b - - 1 9,0.054000000000000006,15.66094
9932770,rnbq1rk1/2p1bppp/p3pn2/1p2N3/2pP4/6P1/PPQ1PPBP/RNBR2K1 b - - 1 9,0.0,15.66094
12536434,3R1r1k/1r2Npbp/p1N1p1p1/2B2b2/2P2P2/1n3B1P/1P4P1/3R2K1 b - - 0 27,0.0,15.660936
9510166,r2q1rk1/pbpn1ppp/1p1pp3/8/2PP4/2P3PB/P2BPP1P/R2QR1K1 b - - 0 12,0.0,15.660936
13791418,6k1/pp3pp1/2p1n3/2P1p1b1/1P2P3/P3B1P1/4KPB1/8 b - - 0 35,0.0,15.660934
1368988,r2q1rk1/1bp2ppp/pn1p1b2/Pp1Pp3/1Pn1P3/2P2N1P/2B2PP1/RNBQR1K1 b - - 0 15,0.0,15.660931
4322617,1r2b1k1/3n1ppp/1np5/2N1p3/1P2P3/2N2PP1/7P/R4BK1 w - - 1 26,0.0,15.660931
1234690,r1b2rk1/pp3pp1/2n1pq1p/8/1bN5/2N3P1/PP2PPBP/R2Q1RK1 w - - 0 14,0.0,15.660929
2071738,rnb2rk1/ppq2ppp/4p3/nBP5/4P3/P1P1BP2/1Q2N1PP/R3K2R b KQ - 10 14,0.14,15.660929
9525050,2r5/1p1n2pp/p3k3/4pp2/2P5/P3BP2/1P2K1PP/2R5 b - - 0 24,0.036000000000000004,15.660929
4751463,6k1/1p3ppp/8/p3r3/B3p3/8/4KPPP/7R b - - 1 24,0.0,15.660927
7129368,6k1/1p1b1pb1/6pp/p7/P1P1p3/1P2BP2/6PP/3B3K b - - 0 28,0.09,15.660925
9035667,5r2/1b1pk3/2p1p1n1/4P1Rr/2B2P2/1P1N4/P7/2KR4 b - - 0 30,0.0,15.660925
12585021,4k3/p1prn3/1p3ppr/4p2p/4P3/1NP5/PP3PPP/2KR3R w - - 0 17,0.0,15.660923
12098225,r3rbk1/1bqnnp2/4p2N/ppppP2Q/5N1P/3P2P1/PPP2PB1/R3R1K1 b - - 0 20,0.0,15.660915
12394145,6k1/4qp2/p1rp2p1/2r1p1p1/2P1P3/4QP1P/P2R2P1/2R4K w - - 2 31,0.0,15.660912
12043657,r4rk1/pbppqppp/1p2pn2/n3N3/1bPP4/1PN3P1/P2BPPBP/R2QK2R w KQ - 2 10,0.004,15.66091
2960138,r4rk1/pbppqppp/1p2pn2/n3N3/1bPP4/1PN3P1/P2BPPBP/R2QK2R w KQ - 2 10,0.002,15.66091
12213057,2k4r/pp2n3/4b2p/3pP1r1/2p2N2/P1P3P1/1KP2P1R/3R4 w - - 0 30,0.0,15.66091
11671010,2b2rk1/pp3pBp/2pr2n1/7N/P3P3/1P5P/2P1N1P1/5RK1 b - - 0 25,0.0,15.660906
3047262,r1bq1r1k/ppp1bppn/2np3p/4p3/4P3/1BPPBN1P/PP3PP1/RN1Q1RK1 w - - 3 10,0.0,15.660904
12446943,r1bq1r1k/ppp1bppn/2np3p/4p3/4P3/1BPPBN1P/PP3PP1/RN1Q1RK1 w - - 3 10,0.0,15.660904
2039155,6k1/ppp1r3/5bpp/2RP1p2/1P3P2/3K1NP1/P6P/8 b - - 4 28,0.032,15.660904
8910164,r1bqk1nr/ppp2ppp/2n5/2p1p3/8/2P3P1/PP2PPBP/R1BQK1NR w KQkq - 0 7,0.0,15.660901
355631,r4rk1/p4pp1/1qp1bb1p/4p3/Q3P3/4NN2/PP3PPP/2R1R1K1 w - - 8 18,0.0,15.660899
945667,1rbq1rk1/4ppbp/p2p2p1/1pn5/2P5/1PN3P1/PB1QPPBP/2R2RK1 w - - 0 15,0.0,15.660899
8718692,2r3k1/1b5p/pp4p1/5p2/3P4/1B5R/P4PPP/2r1R1K1 b - - 2 30,0.0,15.660897
1663810,2rq1rk1/pb3p1p/1pn1pbp1/8/3P4/P2BPN2/1B2QPPP/R2R2K1 w - - 5 16,0.046,15.660897
13175049,rn1q1rk1/pb1p1pp1/1p3b1p/2pP4/8/6P1/PPQ1PPBP/RNB1R1K1 b - - 1 13,0.0,15.660895
1271510,6k1/5pp1/1pp1p3/p3n1P1/2P2N2/1P6/P5PP/6K1 b - - 1 27,0.012,15.660893
3757945,r1q2rk1/2p1bppp/pnn1b3/1p2p3/4P3/1BP2N1P/PP1NQPP1/R1B1R1K1 w - - 5 15,0.0,15.660892
10943797,r5k1/1q2bppp/p1b1pn2/1pB5/4P3/1P3PP1/P4QBP/3R1NK1 b - - 0 22,0.0,15.66089
5841673,r1b2rk1/1p3pp1/1p2p2p/n7/1b2N3/2N5/PPB2PPP/R2R2K1 b - - 1 17,0.0,15.66089
2685000,r1b2rk1/pp2ppbp/2q3p1/3n4/Q2PN3/5N2/PP3PPP/R1B2RK1 w - - 0 13,0.0,15.660888
9809206,r2qk2r/1b3ppp/p1pbpn2/8/3P4/2P2N2/P3BPPP/1RBQ1RK1 b kq - 2 14,0.096,15.660888
10472157,r1b1rqk1/5ppp/2p5/pp6/4PPn1/P1N2B1P/1PQ3P1/4RRK1 b - - 0 21,0.0,15.660882
3244899,r1bq1rk1/1pp1bppp/2n2n2/p2pp3/8/2PP1NP1/PP1NPPBP/R1BQ1RK1 w - - 2 8,0.0,15.66088
2041653,r1bq1rk1/1pp1bppp/2n2n2/p2pp3/8/2PP1NP1/PP1NPPBP/R1BQ1RK1 w - - 2 8,0.0,15.66088
8993488,r1bq1rk1/1pp1bppp/2n2n2/p2pp3/8/2PP1NP1/PP1NPPBP/R1BQ1RK1 w - - 0 8,0.0,15.66088
10298789,r1bq1rk1/1pp1bppp/2n2n2/p2pp3/8/2PP1NP1/PP1NPPBP/R1BQ1RK1 w - - 0 8,0.0,15.66088
1694208,r1bq1rk1/1pp1bppp/2n2n2/p2pp3/8/2PP1NP1/PP1NPPBP/R1BQ1RK1 w - - 2 8,0.0,15.66088
5788131,r1bq1rk1/1pp1bppp/2n2n2/p2pp3/8/2PP1NP1/PP1NPPBP/R1BQ1RK1 w - - 0 8,0.092,15.66088
12341920,rn3rk1/pb1pppbp/5np1/q1p5/N1P2B2/4PN2/PP2BPPP/R2Q1RK1 b - - 0 10,0.02,15.66088
8501401,8/1pp2p2/3pbkp1/r6p/4PP1P/1P1BR1P1/1KP5/8 b - - 9 31,0.0,15.66088
8873225,r1bq1rk1/1pp1bppp/2n2n2/p2pp3/8/2PP1NP1/PP1NPPBP/R1BQ1RK1 w - - 0 8,0.054000000000000006,15.66088
12820387,r1bq1rk1/1pp1bppp/2n2n2/p2pp3/8/2PP1NP1/PP1NPPBP/R1BQ1RK1 w - - 2 8,0.008,15.66088
4368362,rn1r4/pbp1k1pp/1p2pn2/5p2/2P2N1P/2N5/PP2PPP1/R3KB1R w KQ - 1 12,0.0,15.660874
631488,r3r1k1/1B4b1/p3b1pp/2p2p2/P3pP2/4B2P/1P4P1/3RR1K1 b - - 0 24,0.0,15.660871
8644088,r3k2r/4bp1p/3p4/qB1P1p2/1p1p4/8/PP2QPPP/R4K1R b kq - 3 19,0.0,15.660867
10254800,r2q1rk1/pp3ppp/4bn2/3pQ3/2P5/1B3N2/PP4PP/2KRR3 w - - 0 18,0.0,15.660867
13098627,1rbr2k1/4nppp/p1n1p3/1p1pP3/P7/2PB1N2/1P3PPP/2BRR1K1 w - - 0 20,0.0,15.660865
5569716,r1bq1rk1/p4ppp/1ppbpn2/8/Pn1P4/NQ3NP1/1P2PPBP/R1B2RK1 b - - 1 11,0.106,15.660865
5412577,3r3r/1pk2pp1/1p1b1n1p/2pP1N1P/8/5NP1/PP3P2/1K1R3R b - - 0 25,0.13,15.660863
11543735,2rq1rk1/p3npb1/1p1pb1pp/4n3/1P1pP3/PN3NP1/1B3PBP/1R1QR1K1 w - - 2 17,0.012,15.660862
179184,r7/3b2k1/3p1pp1/2pPp3/ppP1P3/1P3P2/P4KP1/3R1N2 w - - 2 34,0.0,15.660858
6198592,r3k2r/pp2ppbp/2np1np1/q7/2PNP3/1PNQBP2/P5PP/R3K2R b KQkq - 4 12,0.0,15.660856
4874603,r4rk1/pQ2bppp/2b1q3/2pn4/2N5/2P1B3/PP2BPPP/3RK2R w K - 5 15,0.0,15.660856
5776509,2r3k1/1b1q1ppp/p2p1n2/1p6/1P1N4/P2Q4/5PPP/4RBK1 b - - 1 27,0.08199999999999999,15.660851
8519082,2r2r2/ppp5/5bk1/1bpPp3/1P2PpP1/5K2/P2BN1P1/2R4R w - - 0 38,0.24600000000000002,15.660849
7023935,2r2r2/5pkp/pq1pp1p1/1p2n3/3QP3/2P4P/PP2NPP1/R4RK1 b - - 2 23,0.0,15.660843
7680965,rn1q1rk1/pp2bppp/2p1pn2/3p1b2/2P5/3PBNP1/PP2PPBP/RN1Q1RK1 w - - 3 8,0.0,15.660841
4797584,rn1q1rk1/pp2bppp/2p1pn2/3p1b2/2P5/3PBNP1/PP2PPBP/RN1Q1RK1 w - - 3 8,0.0,15.660841
1382268,rn1q1rk1/pp2bppp/2p1pn2/3p1b2/2P5/3PBNP1/PP2PPBP/RN1Q1RK1 w - - 2 8,0.0,15.660841
4956754,rn1q1rk1/pp2bppp/2p1pn2/3p1b2/2P5/3PBNP1/PP2PPBP/RN1Q1RK1 w - - 3 8,0.0,15.660841
4033374,r1b1k2r/p2pqppp/2n1pn2/b1p5/Q1P5/P1N1P3/1P1BNPPP/1R2KB1R b Kkq - 1 10,0.14800000000000002,15.660839
6825259,3r1rk1/1q2bpp1/pp2pn1p/8/2PN4/1P4P1/PB2QP1P/3R1RK1 b - - 1 22,0.076,15.660839
12646085,8/6pp/p4k2/1p1R4/1P1P4/3r2P1/4KP1P/8 b - - 1 38,0.0,15.660837
3698549,2rq1rk1/pp1bbppp/2n2n2/1B1pN1B1/3P4/2N5/PP3PPP/R2Q1RK1 w - - 8 12,0.016,15.660835
2237578,r1q1k2r/pp1nbppp/2p1pn2/2Pp3b/3P1B2/1QN2NPP/PP2PPB1/2R2RK1 b kq - 6 12,0.0,15.660835
9690858,rn2kb1r/ppp2ppp/4pn2/q6b/3P4/2N2N1P/PPPB1PP1/R2QKB1R w KQkq - 0 8,0.092,15.660833
8653713,rn2kb1r/ppp2ppp/4pn2/q6b/3P4/2N2N1P/PPPB1PP1/R2QKB1R w KQkq - 0 8,0.07200000000000001,15.660833
5896532,rn2kb1r/ppp2ppp/4pn2/q6b/3P4/2N2N1P/PPPB1PP1/R2QKB1R w KQkq - 0 8,0.046,15.660833
12446918,r5k1/pp3pp1/2nr1np1/6B1/3p4/P2B4/1PP2PPP/R3R1K1 w - - 0 20,0.0,15.660833
9591600,rn2kb1r/ppp2ppp/4pn2/q6b/3P4/2N2N1P/PPPB1PP1/R2QKB1R w KQkq - 0 8,0.092,15.660833
6393170,r2bk2r/1pp3p1/4b1n1/2pN4/p6p/P6P/1PP2PP1/2BRR1K1 w - - 0 24,0.0,15.660831
5986963,r3r1k1/1b1n1pp1/1p1q1b1p/pP1p4/2pP4/2N1PN2/P3BPPP/1QRR2K1 w - - 0 18,0.016,15.66083
1987175,r1bq1rk1/p4pp1/2pb3p/n3p3/4N3/3B4/PPPP1PPP/R1BQ1RK1 b - - 0 12,0.0,15.660821
1516420,r2r2k1/2q1bppp/pp6/2p5/P3n3/1P1RPNP1/1B2QP1P/3R2K1 w - - 1 20,0.0,15.660821
5219346,1rr3k1/p3bppp/bqp1p3/3n4/NP6/P5P1/2QBPPBP/R4RK1 b - - 2 15,0.28600000000000003,15.660819
10841776,r4rk1/1pqbbppp/p1nppn2/8/P2NP3/2N3PP/1PP2PB1/R1BQR1K1 w - - 3 12,0.05,15.6608095
4972083,r4rk1/1pqbbppp/p1nppn2/8/P2NP3/2N3PP/1PP2PB1/R1BQR1K1 w - - 1 12,0.0,15.6608095
7698042,r2q1rk1/ppp2ppb/3b1n1p/8/2Bn3N/2N1BQ1P/PP3PP1/R4RK1 w - - 0 13,0.0,15.660804
13166447,r3qrk1/pppb2bp/3p2n1/3P1p2/2P2p2/2N4Q/PPBB2PP/R4R1K w - - 0 18,0.052000000000000005,15.660802
11559389,r2q1bk1/ppp2ppp/n2p4/8/1P2rNP1/P6P/2PQ1P2/R1B2RK1 w - - 0 18,0.0,15.660802
2343515,r1r5/3q1pkn/4p1p1/p2p2Pp/3P1P1P/Q2b4/PPP1N3/2KRR3 w - - 0 24,0.0,15.660796
4282762,1rr3k1/p1q2pbp/6p1/1P1p4/1nN2P2/7P/1P2BPP1/R2Q1RK1 w - - 0 21,0.002,15.660792
12528475,r1bq1rk1/1p3pbp/p3pnp1/2pP4/4P3/5N1P/PP3PP1/RNBQR1K1 w - - 0 12,0.23199999999999998,15.66079
2740880,r2q1rk1/pp2ppbp/2n3p1/3b4/3P4/Q1P2N2/P3BPPP/R1B2RK1 b - - 6 13,0.012,15.660789
10280390,r3r3/p3kpp1/1p2bn1p/4p3/2P5/1PNBKP2/P2R2PP/3R4 b - - 5 31,0.0,15.660783
6994506,2r2rk1/1q1nbppp/pp1ppn2/8/2PN4/1PN1P3/PB2QPPP/3RR1K1 b - - 5 15,0.094,15.660783
3524438,5r2/1p1bqpk1/3p2pp/2pPp3/1pP1P1PP/rP1B2Q1/PR6/5R1K b - - 2 32,0.196,15.660782
11370930,r2q1rk1/p3n2p/3pPbn1/4p3/1B2PpQ1/3B3P/PP3P2/R2NK1R1 b Q - 0 25,0.0,15.660782
5554922,r1bq1rk1/3nbppp/1pp1p3/p2pP3/2P2B2/6P1/PPQ1PPBP/RN1R2K1 w - - 1 13,0.0,15.66078
3941526,2rrn3/4kppp/2b1p3/3p4/pPP1P3/3R1P2/1NBR2PP/6K1 w - - 0 35,0.0,15.66078
7249851,r4r1k/1b3pp1/p2p1n1p/Bp2p3/3bP3/3B1P2/PPP3PP/3NRR1K b - - 2 23,0.018000000000000002,15.66078
3178440,r4rk1/2p2ppp/2Q1pn2/p3q3/1bp5/2N1B1P1/PP2PP1P/R4RK1 w - - 2 14,0.0,15.660776
12168260,2r2rk1/4q1pp/p2bpn2/1p1p1p2/3P4/1P1NPP2/PB2Q1PP/R1R3K1 b - - 0 24,0.042,15.660772
1899827,3b4/3b3p/1pp1k3/p4p2/P1PB1P2/1P2K2P/8/3B4 b - - 9 39,0.0,15.660763
12847275,r1bk2nr/pp3pbp/2p3p1/4P3/2P1P3/2NB1P2/PP5P/R1B1K2R b KQ - 0 11,0.0,15.660759
11293987,r1bk2nr/pp3pbp/2p3p1/4P3/2P1P3/2NB1P2/PP5P/R1B1K2R b KQ - 0 11,0.0,15.660759
13306696,r1bk2nr/pp3pbp/2p3p1/4P3/2P1P3/2NB1P2/PP5P/R1B1K2R b KQ - 0 11,0.0,15.660759
4017391,r1bqr1k1/ppn2p1p/3b1np1/2pP4/4PB2/2N2PP1/PP4BP/R2QR1K1 w - - 0 17,0.0,15.660753
3636157,r1b4k/pp2r1pp/3q1p2/3Q4/3p4/3P2P1/P1R1PPBP/5RK1 b - - 3 19,0.10800000000000001,15.660753
12055731,r1r5/3k2pp/p2bpp2/1p1b4/8/1P2PP2/PB2B1PP/2RR2K1 w - - 2 21,0.0,15.660753
11035492,8/2p2k2/3rpb2/p4p1p/1p3P2/1P1N2P1/P1PK1R1P/8 w - - 2 31,0.004,15.660751
6712395,r5k1/p3Bp1p/2p1b3/2P1b3/4N3/8/P4PPP/1R4K1 b - - 0 21,0.0,15.660748
11841668,1k2r3/1bq5/p2QP3/4p2p/1p3r2/8/PPP1B1P1/1K1RR3 b - - 0 34,0.0,15.660748
9513885,r2q1rk1/1ppbnpp1/p2b1n1p/8/2BP4/P1N1BN1P/1PQ2PP1/R2R2K1 w - - 2 15,0.0,15.660744
9587480,r2q1rk1/1b1nbppp/p3pn2/6B1/N2N4/3BP3/1P3PPP/2RQ1RK1 w - - 1 15,0.0,15.660743
13204057,r4rk1/7p/4p1p1/2pp4/P3R3/1Pb2NPP/5PK1/3R4 w - - 0 23,0.0,15.660741
3005813,4q3/6bk/1pb3pp/p2pBp2/3P4/2Q4P/PPN2PP1/6K1 b - - 3 29,0.0,15.660737
6967537,3R4/ppr1kp2/2b1p1p1/4P2p/2P2P2/3B2P1/P3K3/8 w - - 1 32,0.104,15.660737
13600055,4n1k1/2pb3p/1p2q1p1/p2p1p2/P2P1P2/1P1B1PP1/1B3K1P/2Q5 w - - 0 35,0.0,15.6607275
4995236,rr2b1k1/4ppbp/3p2p1/p1nP4/3NP3/RP2BP2/3K2PP/R2B4 w - - 2 24,0.0,15.660712
1154375,5rk1/ppp1brp1/3pp3/4p2p/3nP3/3PNP1P/PPPB2P1/R4RK1 b - - 1 17,0.0,15.660712
9231991,6k1/2p2pp1/2R3bp/8/P7/4N1P1/1r1r1P1P/R5K1 w - - 2 27,0.054000000000000006,15.660708
13187034,2r3k1/2r1n1b1/3qb1pp/1p2Pp2/1P1p1P2/3P4/3Q2BP/1RRNN1K1 b - - 0 31,0.078,15.6607065
3354740,3r4/8/1bp2kp1/1p2p1p1/p3P1P1/PPPN1P2/6K1/3R4 w - - 0 36,0.0,15.660704
5559896,3q1rk1/1brnbpp1/p3pn1p/1p6/1P5B/2N1PN2/PQ2BPPP/2RR2K1 b - - 1 16,0.052000000000000005,15.660702
5057566,r1b2rk1/pp2ppbp/2np2p1/q7/2B1P3/P1N1QN1P/1PP2PP1/R4RK1 b - - 1 13,0.0,15.6607
7616526,r1rq2k1/1p1nppbp/p2pb1p1/8/2PBP3/PPN2P2/3QB1PP/R2R3K w - - 3 17,0.024,15.660698
1268132,r1bq1rk1/pp2ppbp/3p1np1/8/4P3/2NQ2P1/PPP2PBP/R1B2RK1 b - - 5 10,0.066,15.660698
6558217,r1bq1rk1/pp2ppbp/3p1np1/8/4P3/2NQ2P1/PPP2PBP/R1B2RK1 b - - 4 10,0.1,15.660698
